ダウンロードした時刻：2019/01/25 17:34:03

,,,稚内,稚内,稚内,稚内,稚内,稚内
2007,3,1,晴,8,1,晴時々雪,8,1
2007,3,2,曇後時々雪,8,1,晴後一時曇,8,1
2007,3,3,雪一時曇後時々晴,8,1,雪後一時曇、みぞれを伴う,8,1
2007,3,4,曇一時晴,8,1,晴,8,1
2007,3,5,雨時々曇後一時晴,8,1,雪後一時雨、あられを伴う,8,1
2007,3,6,曇時々雪,8,1,雪時々曇一時晴,8,1
2007,3,7,雪時々曇,8,1,雪一時曇,8,1
2007,3,8,曇時々雪,8,1,雪時々曇,8,1
2007,3,9,晴一時曇,8,1,曇時々晴一時雪,8,1
2007,3,10,曇,8,1,曇一時晴後時々雪,8,1
2007,3,11,雪一時晴,8,1,雪時々曇一時晴,8,1
2007,3,12,雪一時曇、ふぶきを伴う,8,1,雪後時々曇一時晴,8,1
2007,3,13,雪一時曇、あられを伴う,8,1,曇後晴一時雪,8,1
2007,3,14,曇時々雪,8,1,曇後雪、あられを伴う,8,1
2007,3,15,晴後時々雪,8,1,雪時々晴、あられを伴う,8,1
2007,3,16,晴,8,1,晴一時雪,8,1
2007,3,17,雪,8,1,晴後一時雪,8,1
2007,3,18,曇一時雪,8,1,雪後曇,8,1
2007,3,19,曇一時雪,8,1,曇時々雪、あられを伴う,8,1
2007,3,20,曇時々晴一時雪,8,1,曇時々雪,8,1
2007,3,21,晴一時雪、あられを伴う,8,1,曇時々雪一時晴、あられを伴う,8,1
2007,3,22,晴一時雪,8,1,晴,8,1
2007,3,23,晴一時雪,8,1,晴後時々雪,8,1
2007,3,24,曇後雨,8,1,晴後薄曇,8,1
2007,3,25,晴,8,1,雨後曇,8,1
2007,3,26,雪時々曇、あられを伴う,8,1,曇時々雨後一時雪、みぞれを伴う,8,1
2007,3,27,晴,8,1,雪時々曇後晴,8,1
2007,3,28,晴後時々雪、あられを伴う,8,1,晴一時薄曇,8,1
2007,3,29,曇一時雪後晴、あられを伴う,8,1,晴後時々雪,8,1
2007,3,30,曇時々晴一時雪,8,1,曇一時雪,8,1
2007,3,31,薄曇,8,1,晴,8,1
2007,4,1,晴時々曇,8,1,曇時々晴,8,1
2007,4,2,快晴,8,1,曇時々雪後晴,8,1
2007,4,3,晴,8,1,晴,8,1
2007,4,4,晴,8,1,晴後一時雪,8,1
2007,4,5,晴後一時曇,8,1,晴,8,1
2007,4,6,晴一時曇,8,1,晴,8,1
2007,4,7,曇一時晴,8,1,晴後時々薄曇,8,1
2007,4,8,曇,8,1,曇,8,1
2007,4,9,雨後雪,8,1,曇後一時霧雨,8,1
2007,4,10,曇時々晴,8,1,雨一時曇後時々みぞれ,8,1
2007,4,11,晴後曇,8,1,曇一時雪後晴,8,1
2007,4,12,曇,8,1,晴後薄曇,8,1
2007,4,13,晴後曇,8,1,晴,8,1
2007,4,14,曇,8,1,曇,8,1
2007,4,15,晴一時曇,8,1,晴一時曇,8,1
2007,4,16,晴一時曇,8,1,曇一時晴後雪,8,1
2007,4,17,晴後曇,8,1,晴,8,1
2007,4,18,晴一時曇,8,1,曇後晴,8,1
2007,4,19,晴後曇一時雨,8,1,晴,8,1
2007,4,20,雨,8,1,雨後一時曇,8,1
2007,4,21,曇一時晴,8,1,曇一時雨後晴、霧を伴う,8,1
2007,4,22,晴後一時曇,8,1,晴一時曇,8,1
2007,4,23,晴,8,1,晴一時曇、霧を伴う,8,1
2007,4,24,薄曇後一時晴,8,1,晴,8,1
2007,4,25,曇後時々雨,8,1,薄曇時々晴,8,1
2007,4,26,雨後時々曇、みぞれを伴う,8,1,雨時々曇,8,1
2007,4,27,曇一時晴,8,1,晴,8,1
2007,4,28,曇一時晴,8,1,薄曇後一時晴,8,1
2007,4,29,晴,8,1,曇後一時晴,8,1
2007,4,30,晴後一時薄曇,8,1,晴,8,1
2007,5,1,曇後時々雨,8,1,曇,8,1
2007,5,2,雨,8,1,雨一時曇,8,1
2007,5,3,晴時々曇,8,1,雨時々曇後晴,8,1
2007,5,4,雨時々曇、雷を伴う,8,1,曇,8,1
2007,5,5,曇,8,1,雨一時曇,8,1
2007,5,6,曇後一時雨,8,1,曇,8,1
2007,5,7,雨,8,1,雨時々みぞれ,8,1
2007,5,8,曇一時雨,8,1,曇一時雨,8,1
2007,5,9,晴一時曇,8,1,曇時々晴,8,1
2007,5,10,晴後一時曇,8,1,晴後一時薄曇,8,1
2007,5,11,晴後薄曇,8,1,晴,8,1
2007,5,12,雨時々曇,8,1,薄曇,8,1
2007,5,13,曇,8,1,雨時々霧雨後曇,8,1
2007,5,14,晴時々曇,8,1,曇後一時晴,8,1
2007,5,15,曇一時晴,8,1,曇後晴,8,1
2007,5,16,曇一時雨,8,1,曇一時晴,8,1
2007,5,17,雨時々曇,8,1,曇一時雨,8,1
2007,5,18,雨後曇一時霧雨,8,1,曇時々雨,8,1
2007,5,19,雨後曇,8,1,雨一時霧雨,8,1
2007,5,20,晴後曇,8,1,曇後晴,8,1
2007,5,21,曇一時雨,8,1,曇後一時雨,8,1
2007,5,22,曇一時雨、雷を伴う,8,1,曇時々晴一時雨,8,1
2007,5,23,晴,8,1,晴一時曇,8,1
2007,5,24,晴後曇,8,1,晴後一時薄曇,8,1
2007,5,25,雨一時曇、大風を伴う,8,1,曇,8,1
2007,5,26,雨,8,1,雨時々曇,8,1
2007,5,27,晴時々曇、霧を伴う,8,1,雨後曇,8,1
2007,5,28,晴後一時曇,8,1,晴一時曇,8,1
2007,5,29,曇,8,1,曇一時晴,8,1
2007,5,30,曇後一時霧雨,8,1,曇後一時晴,8,1
2007,5,31,曇,8,1,晴時々曇,8,1
2007,6,1,曇時々晴,8,1,晴一時曇,8,1
2007,6,2,快晴,8,1,曇後晴,8,1
2007,6,3,霧後晴,8,1,晴時々曇,8,1
2007,6,4,晴後一時薄曇,8,1,晴,8,1
2007,6,5,曇時々雨後一時晴,8,1,薄曇後一時晴,8,1
2007,6,6,曇時々雨、雷を伴う,8,1,曇時々晴後一時雨、雷を伴う,8,1
2007,6,7,曇後時々霧,8,1,曇一時雨,8,1
2007,6,8,晴一時霧,8,1,霧時々曇,8,1
2007,6,9,晴,8,1,晴,8,1
2007,6,10,晴時々曇,8,1,曇一時晴,8,1
2007,6,11,薄曇後晴,8,1,晴後薄曇,8,1
2007,6,12,霧雨一時曇,8,1,曇時々晴,8,1
2007,6,13,曇後一時霧雨,8,1,曇一時霧雨,8,1
2007,6,14,曇,8,1,曇時々雨一時霧雨,8,1
2007,6,15,曇,8,1,曇時々晴,8,1
2007,6,16,晴,8,1,晴一時曇,8,1
2007,6,17,曇,8,1,晴一時曇,8,1
2007,6,18,曇時々晴,8,1,霧雨時々曇,8,1
2007,6,19,曇,8,1,曇後晴,8,1
2007,6,20,曇時々雨、雷を伴う,8,1,曇一時雨,8,1
2007,6,21,曇一時霧雨,8,1,曇一時雨,8,1
2007,6,22,曇時々雨,8,1,曇,8,1
2007,6,23,曇,8,1,曇一時雨,8,1
2007,6,24,曇一時雨,8,1,曇一時雨,8,1
2007,6,25,曇一時晴,8,1,曇後時々晴,8,1
2007,6,26,曇後一時霧雨、霧を伴う,8,1,晴後一時薄曇、霧を伴う,8,1
2007,6,27,曇一時雨,8,1,曇一時雨,8,1
2007,6,28,曇,8,1,曇時々霧雨,8,1
2007,6,29,曇後霧雨,8,1,曇一時晴,8,1
2007,6,30,曇時々霧雨,8,1,霧雨一時曇,8,1
2007,7,1,快晴,8,1,曇後晴,8,1
2007,7,2,快晴,8,1,快晴,8,1
2007,7,3,晴後一時曇,8,1,快晴,8,1
2007,7,4,晴後一時霧,8,1,晴一時曇,8,1
2007,7,5,薄曇,8,1,薄曇一時霧,8,1
2007,7,6,晴時々薄曇,8,1,薄曇,8,1
2007,7,7,曇後時々霧雨,8,1,曇一時晴,8,1
2007,7,8,曇,8,1,曇後一時晴,8,1
2007,7,9,晴後曇,8,1,曇後一時晴,8,1
2007,7,10,曇,8,1,曇後晴,8,1
2007,7,11,霧雨時々曇,8,1,曇一時霧雨,8,1
2007,7,12,曇,8,1,曇一時霧雨,8,1
2007,7,13,晴,8,1,曇後一時晴,8,1
2007,7,14,晴一時曇,8,1,晴,8,1
2007,7,15,薄曇後一時霧,8,1,晴,8,1
2007,7,16,晴後曇,8,1,晴一時薄曇、霧を伴う,8,1
2007,7,17,曇後一時晴,8,1,曇,8,1
2007,7,18,曇,8,1,曇,8,1
2007,7,19,曇後雨,8,1,曇一時晴,8,1
2007,7,20,曇一時雨,8,1,雨時々曇,8,1
2007,7,21,曇,8,1,曇後時々雨,8,1
2007,7,22,霧雨時々曇、霧を伴う,8,1,曇一時晴,8,1
2007,7,23,晴一時曇,8,1,晴時々曇,8,1
2007,7,24,晴時々曇,8,1,晴,8,1
2007,7,25,曇一時雨,8,1,雨時々曇,8,1
2007,7,26,曇後時々晴,8,1,曇,8,1
2007,7,27,雨時々曇、雷を伴う,8,1,曇,8,1
2007,7,28,曇,8,1,雨後時々曇,8,1
2007,7,29,快晴,8,1,曇後晴,8,1
2007,7,30,晴後曇,8,1,晴,8,1
2007,7,31,曇後雨,8,1,晴,8,1
2007,8,1,大雨,8,1,雨,8,1
2007,8,2,曇時々霧雨,8,1,雨後曇,8,1
2007,8,3,曇後時々雨,8,1,曇,8,1
2007,8,4,曇一時雨,8,1,曇時々雨,8,1
2007,8,5,曇一時晴,8,1,曇後時々晴,8,1
2007,8,6,曇時々霧雨,8,1,薄曇,8,1
2007,8,7,曇一時霧雨,8,1,曇,8,1
2007,8,8,曇時々雨一時霧,8,1,曇後一時晴,8,1
2007,8,9,曇,8,1,大雨後曇,8,1
2007,8,10,曇,8,1,曇後一時晴,8,1
2007,8,11,曇一時雨、霧を伴う,8,1,雨時々曇、霧を伴う,8,1
2007,8,12,曇一時晴,8,1,曇,8,1
2007,8,13,曇後晴,8,1,曇,8,1
2007,8,14,曇後晴,8,1,曇一時晴,8,1
2007,8,15,雨時々曇,8,1,晴後曇一時雨,8,1
2007,8,16,曇,8,1,曇,8,1
2007,8,17,晴後一時曇,8,1,曇後一時晴,8,1
2007,8,18,晴後一時曇,8,1,晴,8,1
2007,8,19,曇後一時晴,8,1,晴後曇,8,1
2007,8,20,曇,8,1,曇時々晴,8,1
2007,8,21,曇一時雨後晴、雷を伴う,8,1,曇一時雨,8,1
2007,8,22,晴後一時曇,8,1,晴後時々雨,8,1
2007,8,23,快晴,8,1,晴時々曇,8,1
2007,8,24,晴,8,1,快晴,8,1
2007,8,25,晴時々曇,8,1,曇一時晴,8,1
2007,8,26,快晴,8,1,晴,8,1
2007,8,27,快晴,8,1,晴,8,1
2007,8,28,快晴,8,1,晴,8,1
2007,8,29,快晴,8,1,快晴,8,1
2007,8,30,晴,8,1,晴,8,1
2007,8,31,晴一時薄曇,8,1,薄曇一時晴,8,1
2007,9,1,快晴,8,1,晴,8,1
2007,9,2,曇,8,1,晴後一時薄曇,8,1
2007,9,3,雨後時々曇、雷を伴う,8,1,雨時々曇、雷を伴う,8,1
2007,9,4,曇時々晴,8,1,曇一時雨,8,1
2007,9,5,曇,8,1,晴時々曇,8,1
2007,9,6,曇,8,1,曇,8,1
2007,9,7,雨,8,1,曇後時々雨,8,1
2007,9,8,霧雨後曇,8,1,雨,8,1
2007,9,9,雨時々曇,8,1,曇後一時霧雨,8,1
2007,9,10,霧雨,8,1,雨,8,1
2007,9,11,曇一時雨,8,1,曇時々雨,8,1
2007,9,12,曇一時雨,8,1,曇,8,1
2007,9,13,晴,8,1,晴一時雨,8,1
2007,9,14,晴後曇,8,1,薄曇後晴,8,1
2007,9,15,雨後一時曇,8,1,曇後雨,8,1
2007,9,16,曇一時晴,8,1,晴後一時曇,8,1
2007,9,17,晴,8,1,曇,8,1
2007,9,18,晴後薄曇,8,1,快晴,8,1
2007,9,19,雨後時々曇,8,1,曇後一時雨,8,1
2007,9,20,曇時々雨,8,1,曇時々晴,8,1
2007,9,21,曇後晴,8,1,雨後一時曇,8,1
2007,9,22,快晴,8,1,快晴,8,1
2007,9,23,晴後一時薄曇,8,1,晴一時曇,8,1
2007,9,24,晴後曇時々雨、雷を伴う,8,1,薄曇,8,1
2007,9,25,晴後時々雨,8,1,曇時々雨,8,1
2007,9,26,晴後曇,8,1,晴時々曇一時雨,8,1
2007,9,27,雨後時々晴,8,1,雨,8,1
2007,9,28,雨時々晴,8,1,晴後時々雨,8,1
2007,9,29,晴後一時雨,8,1,曇時々雨後晴,8,1
2007,9,30,晴後一時曇,8,1,曇時々雨後晴、雷を伴う,8,1
2007,10,1,快晴,8,1,晴時々曇後一時雨,8,1
2007,10,2,快晴,8,1,快晴,8,1
2007,10,3,快晴,8,1,薄曇後晴,8,1
2007,10,4,晴後時々霧,8,1,晴,8,1
2007,10,5,快晴,8,1,晴一時霧,8,1
2007,10,6,晴後薄曇,8,1,晴,8,1
2007,10,7,雨,8,1,曇,8,1
2007,10,8,雨一時曇,8,1,雨時々曇,8,1
2007,10,9,曇時々雨,8,1,雨後時々曇,8,1
2007,10,10,曇時々晴一時雨,8,1,雨時々曇,8,1
2007,10,11,晴後一時雨、雷を伴う,8,1,曇一時雨後晴,8,1
2007,10,12,曇時々みぞれ、雷を伴う,8,1,曇時々雨、みぞれを伴う,8,1
2007,10,13,雨時々曇,8,1,曇,8,1
2007,10,14,晴後曇時々雨,8,1,曇後晴,8,1
2007,10,15,曇時々雨後晴,8,1,曇時々雨、あられを伴う,8,1
2007,10,16,晴後曇時々雨,8,1,晴,8,1
2007,10,17,曇時々雨,8,1,雨後一時曇,8,1
2007,10,18,晴後一時薄曇,8,1,晴,8,1
2007,10,19,曇一時晴後雨,8,1,晴後曇,8,1
2007,10,20,雨時々曇,8,1,雨時々曇,8,1
2007,10,21,曇,8,1,曇時々雨、あられを伴う,8,1
2007,10,22,曇時々晴一時雨,8,1,晴,8,1
2007,10,23,晴,8,1,曇一時雨,8,1
2007,10,24,薄曇時々晴,8,1,晴,8,1
2007,10,25,曇時々晴,8,1,曇,8,1
2007,10,26,晴,8,1,曇時々雨,8,1
2007,10,27,薄曇,8,1,晴後薄曇,8,1
2007,10,28,曇後晴,8,1,曇時々晴,8,1
2007,10,29,曇後雨,8,1,晴後曇,8,1
2007,10,30,晴後曇,8,1,曇一時雨後晴,8,1
2007,10,31,雨一時曇、雷・あられを伴う,8,1,曇時々晴後一時雨、雷を伴う,8,1
2007,11,1,雨時々曇後みぞれ、雷を伴う,8,1,曇時々雨,8,1
2007,11,2,曇時々雨後晴、みぞれを伴う,8,1,雨時々曇一時みぞれ,8,1
2007,11,3,晴,8,1,曇後時々晴,8,1
2007,11,4,快晴,8,1,晴,8,1
2007,11,5,快晴,8,1,快晴,8,1
2007,11,6,晴,8,1,快晴,8,1
2007,11,7,曇時々雨,8,1,晴一時曇,8,1
2007,11,8,曇一時みぞれ後晴,8,1,晴一時曇,8,1
2007,11,9,晴,8,1,晴後曇時々雪,8,1
2007,11,10,晴後曇,8,1,晴,8,1
2007,11,11,曇,8,1,曇,8,1
2007,11,12,曇一時雨,8,1,曇,8,1
2007,11,13,曇,8,1,曇,8,1
2007,11,14,曇後一時雪,8,1,晴,8,1
2007,11,15,雪後時々曇,8,1,雪時々曇、あられを伴う,8,1
2007,11,16,曇一時晴,8,1,雪時々曇,8,1
2007,11,17,雨時々雪,8,1,曇後時々雨,8,1
2007,11,18,雪、ふぶきを伴う,8,1,雪時々曇,8,1
2007,11,19,雪一時曇,8,1,雪、ふぶきを伴う,8,1
2007,11,20,雪,8,1,雪後時々雨,8,1
2007,11,21,雪一時曇、ふぶきを伴う,8,1,雪後一時曇,8,1
2007,11,22,雪、あられを伴う,8,1,雪時々ふぶき,8,1
2007,11,23,雪時々曇、みぞれを伴う,8,1,雪後一時曇、あられを伴う,8,1
2007,11,24,晴,8,1,曇後晴,8,1
2007,11,25,曇,8,1,曇一時晴,8,1
2007,11,26,曇後時々雪、ふぶきを伴う,8,1,曇,8,1
2007,11,27,雪一時曇,8,1,雪,8,1
2007,11,28,曇時々雪,8,1,雪一時曇,8,1
2007,11,29,雪時々曇,8,1,曇時々雪,8,1
2007,11,30,晴後曇,8,1,曇時々雪後晴,8,1
2007,12,1,曇時々雪後一時晴,8,1,曇一時雪,8,1
2007,12,2,雪後一時曇,8,1,雪一時曇,8,1
2007,12,3,雪,8,1,雪時々曇,8,1
2007,12,4,大雪,8,1,雪,8,1
2007,12,5,雪一時曇,8,1,雪時々曇,8,1
2007,12,6,雪一時曇,8,1,雪一時曇,8,1
2007,12,7,雪一時曇,8,1,雪一時曇,8,1
2007,12,8,雪時々曇、あられを伴う,8,1,雪後曇一時晴,8,1
2007,12,9,雪時々曇,8,1,雪一時晴,8,1
2007,12,10,曇,8,1,曇時々雪,8,1
2007,12,11,雪一時曇,8,1,雪後曇,8,1
2007,12,12,曇一時雪,8,1,雪時々曇,8,1
2007,12,13,曇後みぞれ一時雪,8,1,曇後一時雪,8,1
2007,12,14,曇時々みぞれ後一時雪,8,1,雨時々曇一時みぞれ,8,1
2007,12,15,曇一時晴後時々雪,8,1,曇一時晴後時々雪,8,1
2007,12,16,雪一時曇,8,1,雪時々曇,8,1
2007,12,17,雪時々曇,8,1,雪時々曇,8,1
2007,12,18,雪一時曇,8,1,雪時々曇,8,1
2007,12,19,曇時々雪,8,1,曇時々雪,8,1
2007,12,20,雪時々曇,8,1,曇一時雪,8,1
2007,12,21,雪一時曇,8,1,雪一時曇,8,1
2007,12,22,晴,8,1,曇一時雪,8,1
2007,12,23,曇後一時晴,8,1,薄曇,8,1
2007,12,24,雪時々曇,8,1,雪時々曇,8,1
2007,12,25,雪一時曇,8,1,雪,8,1
2007,12,26,曇後一時雪,8,1,曇時々雪,8,1
2007,12,27,雪一時曇,8,1,晴後曇,8,1
2007,12,28,曇一時晴後一時雪,8,1,雪時々曇一時晴,8,1
2007,12,29,雪時々みぞれ,8,1,雪時々曇、大風を伴う,8,1
2007,12,30,雪,8,1,みぞれ一時雪、あられを伴う,8,1
2007,12,31,雪後時々曇,8,1,雪一時曇、あられを伴う,8,1
